PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
1,0x000a,0.476074,0x00000000,2016-11-10T13:14:46.691Z,2016-11-10T13:14:47.114Z
1,0x000a,0.558472,0x00000000,2016-11-10T13:14:47.330Z,2016-11-10T13:14:47.778Z
1,0x000a,0.622559,0x00000000,2016-11-10T13:14:48.024Z,2016-11-10T13:14:48.425Z
1,0x000a,0.640869,0x00000000,2016-11-10T13:14:48.671Z,2016-11-10T13:14:49.118Z
1,0x000a,0.592041,0x00000000,2016-11-10T13:14:49.359Z,2016-11-10T13:14:49.793Z
1,0x000a,0.50354,0x00000000,2016-11-10T13:14:50.047Z,2016-11-10T13:14:50.492Z
1,0x000a,0.564575,0x00000000,2016-11-10T13:14:50.715Z,2016-11-10T13:14:51.149Z
1,0x000a,0.634766,0x00000000,2016-11-10T13:14:51.370Z,2016-11-10T13:14:51.859Z
1,0x000a,0.582886,0x00000000,2016-11-10T13:14:52.133Z,2016-11-10T13:14:52.594Z
1,0x000a,0.601196,0x00000000,2016-11-10T13:14:52.877Z,2016-11-10T13:14:53.260Z
1,0x000a,0.598145,0x00000000,2016-11-10T13:14:53.529Z,2016-11-10T13:14:53.975Z
1,0x000a,0.454712,0x00000000,2016-11-10T13:14:54.247Z,2016-11-10T13:14:54.697Z
1,0x000a,0.610352,0x00000000,2016-11-10T13:14:54.932Z,2016-11-10T13:14:55.392Z
1,0x000a,0.497437,0x00000000,2016-11-10T13:14:55.648Z,2016-11-10T13:14:56.036Z
1,0x000a,0.71106,0x00000000,2016-11-10T13:14:56.295Z,2016-11-10T13:14:56.719Z
1,0x000a,0.686646,0x00000000,2016-11-10T13:14:56.954Z,2016-11-10T13:14:57.392Z
1,0x000a,0.567627,0x00000000,2016-11-10T13:14:57.681Z,2016-11-10T13:14:58.073Z
1,0x000a,0.576782,0x00000000,2016-11-10T13:14:58.301Z,2016-11-10T13:14:58.690Z
1,0x000a,0.601196,0x00000000,2016-11-10T13:14:58.944Z,2016-11-10T13:14:59.378Z
1,0x000a,0.769043,0x00000000,2016-11-10T13:14:59.634Z,2016-11-10T13:15:00.036Z
1,0x000a,0.71106,0x00000000,2016-11-10T13:15:00.272Z,2016-11-10T13:15:00.705Z
1,0x000a,0.637817,0x00000000,2016-11-10T13:15:00.952Z,2016-11-10T13:15:01.377Z
1,0x000a,0.762939,0x00000000,2016-11-10T13:15:01.639Z,2016-11-10T13:15:02.117Z
1,0x000a,0.720215,0x00000000,2016-11-10T13:15:02.352Z,2016-11-10T13:15:02.821Z
1,0x000a,0.772095,0x00000000,2016-11-10T13:15:03.126Z,2016-11-10T13:15:03.558Z
1,0x000a,0.811768,0x00000000,2016-11-10T13:15:03.808Z,2016-11-10T13:15:04.246Z
1,0x000a,0.793457,0x00000000,2016-11-10T13:15:04.447Z,2016-11-10T13:15:04.900Z
1,0x000a,0.650024,0x00000000,2016-11-10T13:15:05.155Z,2016-11-10T13:15:05.587Z
1,0x000a,0.732422,0x00000000,2016-11-10T13:15:05.803Z,2016-11-10T13:15:06.267Z
1,0x000a,0.601196,0x00000000,2016-11-10T13:15:06.541Z,2016-11-10T13:15:06.942Z
1,0x000a,0.613403,0x00000000,2016-11-10T13:15:07.198Z,2016-11-10T13:15:07.636Z
1,0x000a,0.72937,0x00000000,2016-11-10T13:15:07.855Z,2016-11-10T13:15:08.285Z
1,0x000a,0.787354,0x00000000,2016-11-10T13:15:08.548Z,2016-11-10T13:15:09.023Z
1,0x000a,0.717163,0x00000000,2016-11-10T13:15:09.259Z,2016-11-10T13:15:09.683Z
1,0x000a,0.765991,0x00000000,2016-11-10T13:15:09.918Z,2016-11-10T13:15:10.328Z
1,0x000a,0.735474,0x00000000,2016-11-10T13:15:10.619Z,2016-11-10T13:15:11.061Z
1,0x000a,0.524902,0x00000000,2016-11-10T13:15:11.290Z,2016-11-10T13:15:11.706Z
1,0x000a,0.527954,0x00000000,2016-11-10T13:15:11.990Z,2016-11-10T13:15:12.415Z
1,0x000a,0.585938,0x00000000,2016-11-10T13:15:12.671Z,2016-11-10T13:15:13.128Z
1,0x000a,0.674438,0x00000000,2016-11-10T13:15:13.332Z,2016-11-10T13:15:13.769Z
1,0x000a,0.592041,0x00000000,2016-11-10T13:15:14.004Z,2016-11-10T13:15:14.402Z
1,0x000a,0.744629,0x00000000,2016-11-10T13:15:14.660Z,2016-11-10T13:15:15.102Z
1,0x000a,0.683594,0x00000000,2016-11-10T13:15:15.313Z,2016-11-10T13:15:15.763Z
1,0x000a,0.576782,0x00000000,2016-11-10T13:15:16.035Z,2016-11-10T13:15:16.441Z
1,0x000a,0.45166,0x00000000,2016-11-10T13:15:16.709Z,2016-11-10T13:15:17.151Z
1,0x000a,0.387573,0x00000000,2016-11-10T13:15:17.375Z,2016-11-10T13:15:17.818Z
1,0x000a,0.268555,0x00000000,2016-11-10T13:15:18.101Z,2016-11-10T13:15:18.552Z
