PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
1,0x000a,0.775146,0x00000000,2016-11-10T16:09:09.241Z,2016-11-10T16:09:09.624Z
3,0x000a,0.708008,0x00000000,2016-11-10T16:09:09.981Z,2016-11-10T16:09:10.332Z
2,0x000a,24.292,0x00000000,2016-11-10T16:09:09.945Z,2016-11-10T16:09:10.332Z
1,0x000a,0.796509,0x00000000,2016-11-10T16:09:09.904Z,2016-11-10T16:09:10.331Z
3,0x000a,0.674438,0x00000000,2016-11-10T16:09:10.654Z,2016-11-10T16:09:10.987Z
2,0x000a,26.8524,0x00000000,2016-11-10T16:09:10.610Z,2016-11-10T16:09:10.986Z
1,0x000a,0.78125,0x00000000,2016-11-10T16:09:10.552Z,2016-11-10T16:09:10.986Z
3,0x000a,0.723267,0x00000000,2016-11-10T16:09:11.322Z,2016-11-10T16:09:11.671Z
2,0x000a,27.3132,0x00000000,2016-11-10T16:09:11.310Z,2016-11-10T16:09:11.670Z
1,0x000a,0.802612,0x00000000,2016-11-10T16:09:11.282Z,2016-11-10T16:09:11.670Z
3,0x000a,0.720215,0x00000000,2016-11-10T16:09:12.002Z,2016-11-10T16:09:12.330Z
2,0x000a,23.8678,0x00000000,2016-11-10T16:09:11.956Z,2016-11-10T16:09:12.330Z
1,0x000a,0.830078,0x00000000,2016-11-10T16:09:11.910Z,2016-11-10T16:09:12.330Z
3,0x000a,0.708008,0x00000000,2016-11-10T16:09:12.632Z,2016-11-10T16:09:12.971Z
2,0x000a,23.877,0x00000000,2016-11-10T16:09:12.585Z,2016-11-10T16:09:12.970Z
1,0x000a,0.778198,0x00000000,2016-11-10T16:09:12.547Z,2016-11-10T16:09:12.970Z
3,0x000a,0.756836,0x00000000,2016-11-10T16:09:13.320Z,2016-11-10T16:09:13.693Z
2,0x000a,27.2675,0x00000000,2016-11-10T16:09:13.294Z,2016-11-10T16:09:13.693Z
1,0x000a,0.891113,0x00000000,2016-11-10T16:09:13.244Z,2016-11-10T16:09:13.692Z
3,0x000a,0.67749,0x00000000,2016-11-10T16:09:13.984Z,2016-11-10T16:09:14.364Z
2,0x000a,26.8707,0x00000000,2016-11-10T16:09:13.953Z,2016-11-10T16:09:14.364Z
1,0x000a,0.881958,0x00000000,2016-11-10T16:09:13.915Z,2016-11-10T16:09:14.364Z
3,0x000a,0.720215,0x00000000,2016-11-10T16:09:14.726Z,2016-11-10T16:09:15.083Z
2,0x000a,25.9369,0x00000000,2016-11-10T16:09:14.671Z,2016-11-10T16:09:15.083Z
1,0x000a,0.848389,0x00000000,2016-11-10T16:09:14.605Z,2016-11-10T16:09:15.082Z
3,0x000a,0.717163,0x00000000,2016-11-10T16:09:15.402Z,2016-11-10T16:09:15.782Z
2,0x000a,25.5432,0x00000000,2016-11-10T16:09:15.429Z,2016-11-10T16:09:15.782Z
1,0x000a,0.982666,0x00000000,2016-11-10T16:09:15.358Z,2016-11-10T16:09:15.782Z
2,0x000a,27.3529,0x00000000,2016-11-10T16:09:16.038Z,2016-11-10T16:09:16.402Z
1,0x000a,1.02234,0x00000000,2016-11-10T16:09:16.002Z,2016-11-10T16:09:16.401Z
3,0x000a,0.741577,0x00000000,2016-11-10T16:09:16.729Z,2016-11-10T16:09:17.086Z
2,0x000a,25.4211,0x00000000,2016-11-10T16:09:16.711Z,2016-11-10T16:09:17.085Z
1,0x000a,1.08032,0x00000000,2016-11-10T16:09:16.675Z,2016-11-10T16:09:17.085Z
3,0x000a,0.769043,0x00000000,2016-11-10T16:09:17.419Z,2016-11-10T16:09:17.801Z
2,0x000a,24.4537,0x00000000,2016-11-10T16:09:17.388Z,2016-11-10T16:09:17.800Z
1,0x000a,1.06201,0x00000000,2016-11-10T16:09:17.361Z,2016-11-10T16:09:17.800Z
3,0x000a,0.717163,0x00000000,2016-11-10T16:09:18.110Z,2016-11-10T16:09:18.451Z
2,0x000a,24.0356,0x00000000,2016-11-10T16:09:18.064Z,2016-11-10T16:09:18.451Z
1,0x000a,1.03149,0x00000000,2016-11-10T16:09:18.015Z,2016-11-10T16:09:18.450Z
3,0x000a,0.72937,0x00000000,2016-11-10T16:09:18.771Z,2016-11-10T16:09:19.128Z
2,0x000a,26.2787,0x00000000,2016-11-10T16:09:18.719Z,2016-11-10T16:09:19.128Z
1,0x000a,1.18408,0x00000000,2016-11-10T16:09:18.685Z,2016-11-10T16:09:19.127Z
3,0x000a,0.698853,0x00000000,2016-11-10T16:09:19.427Z,2016-11-10T16:09:19.791Z
2,0x000a,25.8179,0x00000000,2016-11-10T16:09:19.395Z,2016-11-10T16:09:19.791Z
1,0x000a,1.14746,0x00000000,2016-11-10T16:09:19.372Z,2016-11-10T16:09:19.791Z
