PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
2,0x000a,15.6433,0x00000000,2016-11-10T19:42:51.208Z,2016-11-10T19:42:51.584Z
1,0x000a,0.289917,0x00000000,2016-11-10T19:42:51.184Z,2016-11-10T19:42:51.584Z
3,0x000a,0.802612,0x00000000,2016-11-10T19:42:51.907Z,2016-11-10T19:42:52.266Z
2,0x000a,15.7806,0x00000000,2016-11-10T19:42:51.869Z,2016-11-10T19:42:52.266Z
1,0x000a,0.241089,0x00000000,2016-11-10T19:42:51.834Z,2016-11-10T19:42:52.265Z
3,0x000a,0.738525,0x00000000,2016-11-10T19:42:52.595Z,2016-11-10T19:42:52.931Z
2,0x000a,15.6921,0x00000000,2016-11-10T19:42:52.571Z,2016-11-10T19:42:52.931Z
1,0x000a,0.259399,0x00000000,2016-11-10T19:42:52.519Z,2016-11-10T19:42:52.931Z
3,0x000a,0.802612,0x00000000,2016-11-10T19:42:53.234Z,2016-11-10T19:42:53.684Z
2,0x000a,16.1255,0x00000000,2016-11-10T19:42:53.207Z,2016-11-10T19:42:53.684Z
1,0x000a,0.366211,0x00000000,2016-11-10T19:42:53.165Z,2016-11-10T19:42:53.683Z
2,0x000a,15.4968,0x00000000,2016-11-10T19:42:53.958Z,2016-11-10T19:42:54.404Z
1,0x000a,0.231934,0x00000000,2016-11-10T19:42:53.923Z,2016-11-10T19:42:54.403Z
2,0x000a,16.0095,0x00000000,2016-11-10T19:42:54.695Z,2016-11-10T19:42:55.082Z
1,0x000a,0.250244,0x00000000,2016-11-10T19:42:54.658Z,2016-11-10T19:42:55.081Z
3,0x000a,0.820923,0x00000000,2016-11-10T19:42:55.408Z,2016-11-10T19:42:55.765Z
2,0x000a,15.4449,0x00000000,2016-11-10T19:42:55.326Z,2016-11-10T19:42:55.764Z
1,0x000a,0.289917,0x00000000,2016-11-10T19:42:55.284Z,2016-11-10T19:42:55.764Z
3,0x000a,0.799561,0x00000000,2016-11-10T19:42:56.104Z,2016-11-10T19:42:56.481Z
2,0x000a,16.1011,0x00000000,2016-11-10T19:42:56.085Z,2016-11-10T19:42:56.481Z
1,0x000a,0.463867,0x00000000,2016-11-10T19:42:56.050Z,2016-11-10T19:42:56.481Z
3,0x000a,0.802612,0x00000000,2016-11-10T19:42:56.806Z,2016-11-10T19:42:57.187Z
2,0x000a,16.0858,0x00000000,2016-11-10T19:42:56.775Z,2016-11-10T19:42:57.187Z
1,0x000a,0.683594,0x00000000,2016-11-10T19:42:56.716Z,2016-11-10T19:42:57.187Z
3,0x000a,0.747681,0x00000000,2016-11-10T19:42:57.543Z,2016-11-10T19:42:57.939Z
2,0x000a,15.6677,0x00000000,2016-11-10T19:42:57.513Z,2016-11-10T19:42:57.939Z
1,0x000a,0.515747,0x00000000,2016-11-10T19:42:57.442Z,2016-11-10T19:42:57.938Z
3,0x000a,0.762939,0x00000000,2016-11-10T19:42:58.260Z,2016-11-10T19:42:58.635Z
2,0x000a,16.0583,0x00000000,2016-11-10T19:42:58.207Z,2016-11-10T19:42:58.635Z
1,0x000a,0.915527,0x00000000,2016-11-10T19:42:58.159Z,2016-11-10T19:42:58.635Z
3,0x000a,0.759888,0x00000000,2016-11-10T19:42:58.978Z,2016-11-10T19:42:59.384Z
2,0x000a,15.4785,0x00000000,2016-11-10T19:42:58.953Z,2016-11-10T19:42:59.383Z
1,0x000a,0.927734,0x00000000,2016-11-10T19:42:58.914Z,2016-11-10T19:42:59.383Z
3,0x000a,0.778198,0x00000000,2016-11-10T19:42:59.719Z,2016-11-10T19:43:00.061Z
2,0x000a,15.2618,0x00000000,2016-11-10T19:42:59.683Z,2016-11-10T19:43:00.061Z
1,0x000a,0.90332,0x00000000,2016-11-10T19:42:59.651Z,2016-11-10T19:43:00.061Z
3,0x000a,0.814819,0x00000000,2016-11-10T19:43:00.328Z,2016-11-10T19:43:00.740Z
2,0x000a,15.9546,0x00000000,2016-11-10T19:43:00.295Z,2016-11-10T19:43:00.740Z
1,0x000a,0.619507,0x00000000,2016-11-10T19:43:00.264Z,2016-11-10T19:43:00.740Z
3,0x000a,0.799561,0x00000000,2016-11-10T19:43:01.135Z,2016-11-10T19:43:01.526Z
2,0x000a,15.2466,0x00000000,2016-11-10T19:43:01.095Z,2016-11-10T19:43:01.526Z
1,0x000a,0.375366,0x00000000,2016-11-10T19:43:01.036Z,2016-11-10T19:43:01.525Z
2,0x000a,15.6403,0x00000000,2016-11-10T19:43:01.824Z,2016-11-10T19:43:02.224Z
1,0x000a,0.811768,0x00000000,2016-11-10T19:43:01.782Z,2016-11-10T19:43:02.223Z
2,0x000a,15.86,0x00000000,2016-11-10T19:43:02.544Z,2016-11-10T19:43:02.949Z
1,0x000a,0.765991,0x00000000,2016-11-10T19:43:02.509Z,2016-11-10T19:43:02.949Z
2,0x000a,15.3564,0x00000000,2016-11-10T19:43:03.231Z,2016-11-10T19:43:03.691Z
1,0x000a,0.650024,0x00000000,2016-11-10T19:43:03.210Z,2016-11-10T19:43:03.691Z
2,0x000a,15.4266,0x00000000,2016-11-10T19:43:03.969Z,2016-11-10T19:43:04.448Z
1,0x000a,0.619507,0x00000000,2016-11-10T19:43:03.935Z,2016-11-10T19:43:04.447Z
2,0x000a,15.8417,0x00000000,2016-11-10T19:43:04.713Z,2016-11-10T19:43:05.099Z
1,0x000a,0.576782,0x00000000,2016-11-10T19:43:04.668Z,2016-11-10T19:43:05.098Z
2,0x000a,15.9515,0x00000000,2016-11-10T19:43:05.397Z,2016-11-10T19:43:05.818Z
1,0x000a,0.430298,0x00000000,2016-11-10T19:43:05.353Z,2016-11-10T19:43:05.818Z
2,0x000a,15.8478,0x00000000,2016-11-10T19:43:06.139Z,2016-11-10T19:43:06.543Z
1,0x000a,0.509644,0x00000000,2016-11-10T19:43:06.085Z,2016-11-10T19:43:06.542Z
2,0x000a,15.9515,0x00000000,2016-11-10T19:43:06.823Z,2016-11-10T19:43:07.253Z
1,0x000a,0.341797,0x00000000,2016-11-10T19:43:06.777Z,2016-11-10T19:43:07.253Z
2,0x000a,15.9241,0x00000000,2016-11-10T19:43:07.578Z,2016-11-10T19:43:08.014Z
1,0x000a,0.460815,0x00000000,2016-11-10T19:43:07.556Z,2016-11-10T19:43:08.014Z
3,0x000a,0.778198,0x00000000,2016-11-10T19:43:08.278Z,2016-11-10T19:43:08.733Z
2,0x000a,16.1224,0x00000000,2016-11-10T19:43:08.311Z,2016-11-10T19:43:08.732Z
1,0x000a,0.524902,0x00000000,2016-11-10T19:43:08.235Z,2016-11-10T19:43:08.732Z
3,0x000a,0.759888,0x00000000,2016-11-10T19:43:09.045Z,2016-11-10T19:43:09.450Z
1,0x000a,0.152588,0x00000000,2016-11-10T19:43:08.986Z,2016-11-10T19:43:09.450Z
3,0x000a,0.830078,0x00000000,2016-11-10T19:43:09.740Z,2016-11-10T19:43:10.162Z
2,0x000a,15.9454,0x00000000,2016-11-10T19:43:09.726Z,2016-11-10T19:43:10.161Z
1,0x000a,0.106812,0x00000000,2016-11-10T19:43:09.697Z,2016-11-10T19:43:10.161Z
3,0x000a,0.799561,0x00000000,2016-11-10T19:43:10.502Z,2016-11-10T19:43:10.830Z
2,0x000a,16.2292,0x00000000,2016-11-10T19:43:10.463Z,2016-11-10T19:43:10.829Z
1,0x000a,0.170898,0x00000000,2016-11-10T19:43:10.400Z,2016-11-10T19:43:10.829Z
3,0x000a,0.747681,0x00000000,2016-11-10T19:43:11.196Z,2016-11-10T19:43:11.536Z
2,0x000a,16.217,0x00000000,2016-11-10T19:43:11.167Z,2016-11-10T19:43:11.535Z
1,0x000a,0.0488281,0x00000000,2016-11-10T19:43:11.134Z,2016-11-10T19:43:11.535Z
3,0x000a,0.799561,0x00000000,2016-11-10T19:43:11.873Z,2016-11-10T19:43:12.267Z
2,0x000a,16.2231,0x00000000,2016-11-10T19:43:11.831Z,2016-11-10T19:43:12.267Z
1,0x000a,0.192261,0x00000000,2016-11-10T19:43:11.797Z,2016-11-10T19:43:12.267Z
2,0x000a,15.6494,0x00000000,2016-11-10T19:43:12.580Z,2016-11-10T19:43:12.978Z
1,0x000a,0.177002,0x00000000,2016-11-10T19:43:12.527Z,2016-11-10T19:43:12.978Z
2,0x000a,15.7013,0x00000000,2016-11-10T19:43:13.227Z,2016-11-10T19:43:13.639Z
1,0x000a,0.506592,0x00000000,2016-11-10T19:43:13.205Z,2016-11-10T19:43:13.639Z
3,0x000a,0.796509,0x00000000,2016-11-10T19:43:13.966Z,2016-11-10T19:43:14.309Z
2,0x000a,15.3595,0x00000000,2016-11-10T19:43:13.913Z,2016-11-10T19:43:14.308Z
1,0x000a,0.488281,0x00000000,2016-11-10T19:43:13.856Z,2016-11-10T19:43:14.308Z
2,0x000a,15.8081,0x00000000,2016-11-10T19:43:14.595Z,2016-11-10T19:43:15.035Z
1,0x000a,0.335693,0x00000000,2016-11-10T19:43:14.562Z,2016-11-10T19:43:15.035Z
2,0x000a,15.5365,0x00000000,2016-11-10T19:43:15.316Z,2016-11-10T19:43:15.822Z
1,0x000a,0.265503,0x00000000,2016-11-10T19:43:15.279Z,2016-11-10T19:43:15.822Z
2,0x000a,16.0645,0x00000000,2016-11-10T19:43:16.149Z,2016-11-10T19:43:16.566Z
1,0x000a,0.390625,0x00000000,2016-11-10T19:43:16.127Z,2016-11-10T19:43:16.565Z
3,0x000a,0.811768,0x00000000,2016-11-10T19:43:16.874Z,2016-11-10T19:43:17.236Z
2,0x000a,15.5396,0x00000000,2016-11-10T19:43:16.815Z,2016-11-10T19:43:17.236Z
1,0x000a,0.442505,0x00000000,2016-11-10T19:43:16.777Z,2016-11-10T19:43:17.236Z
3,0x000a,0.796509,0x00000000,2016-11-10T19:43:17.599Z,2016-11-10T19:43:17.977Z
2,0x000a,15.2405,0x00000000,2016-11-10T19:43:17.567Z,2016-11-10T19:43:17.977Z
1,0x000a,0.219727,0x00000000,2016-11-10T19:43:17.535Z,2016-11-10T19:43:17.977Z
2,0x000a,15.2588,0x00000000,2016-11-10T19:43:18.260Z,2016-11-10T19:43:18.671Z
1,0x000a,0.262451,0x00000000,2016-11-10T19:43:18.225Z,2016-11-10T19:43:18.671Z
3,0x000a,0.78125,0x00000000,2016-11-10T19:43:18.985Z,2016-11-10T19:43:19.413Z
2,0x000a,15.3015,0x00000000,2016-11-10T19:43:18.962Z,2016-11-10T19:43:19.413Z
1,0x000a,0.274658,0x00000000,2016-11-10T19:43:18.910Z,2016-11-10T19:43:19.412Z
3,0x000a,0.796509,0x00000000,2016-11-10T19:43:19.745Z,2016-11-10T19:43:20.121Z
2,0x000a,15.2802,0x00000000,2016-11-10T19:43:19.721Z,2016-11-10T19:43:20.121Z
1,0x000a,0.369263,0x00000000,2016-11-10T19:43:19.666Z,2016-11-10T19:43:20.121Z
2,0x000a,16.0126,0x00000000,2016-11-10T19:43:20.422Z,2016-11-10T19:43:20.817Z
1,0x000a,0.0732422,0x00000000,2016-11-10T19:43:20.379Z,2016-11-10T19:43:20.816Z
2,0x000a,16.1102,0x00000000,2016-11-10T19:43:21.125Z,2016-11-10T19:43:21.557Z
1,0x000a,0.0640869,0x00000000,2016-11-10T19:43:21.101Z,2016-11-10T19:43:21.557Z
2,0x000a,15.8936,0x00000000,2016-11-10T19:43:21.840Z,2016-11-10T19:43:22.246Z
1,0x000a,0.546265,0x00000000,2016-11-10T19:43:21.813Z,2016-11-10T19:43:22.245Z
2,0x000a,15.6403,0x00000000,2016-11-10T19:43:22.539Z,2016-11-10T19:43:22.968Z
1,0x000a,0.601196,0x00000000,2016-11-10T19:43:22.508Z,2016-11-10T19:43:22.968Z
2,0x000a,16.1591,0x00000000,2016-11-10T19:43:23.226Z,2016-11-10T19:43:23.730Z
1,0x000a,0.616455,0x00000000,2016-11-10T19:43:23.200Z,2016-11-10T19:43:23.729Z
3,0x000a,0.765991,0x00000000,2016-11-10T19:43:24.043Z,2016-11-10T19:43:24.411Z
2,0x000a,16.0828,0x00000000,2016-11-10T19:43:24.016Z,2016-11-10T19:43:24.411Z
1,0x000a,0.558472,0x00000000,2016-11-10T19:43:23.981Z,2016-11-10T19:43:24.411Z
3,0x000a,0.796509,0x00000000,2016-11-10T19:43:24.705Z,2016-11-10T19:43:25.064Z
2,0x000a,16.0492,0x00000000,2016-11-10T19:43:24.669Z,2016-11-10T19:43:25.064Z
1,0x000a,0.579834,0x00000000,2016-11-10T19:43:24.637Z,2016-11-10T19:43:25.064Z
2,0x000a,15.6555,0x00000000,2016-11-10T19:43:25.381Z,2016-11-10T19:43:25.795Z
1,0x000a,0.161743,0x00000000,2016-11-10T19:43:25.312Z,2016-11-10T19:43:25.795Z
2,0x000a,15.5151,0x00000000,2016-11-10T19:43:26.090Z,2016-11-10T19:43:26.492Z
1,0x000a,0.247192,0x00000000,2016-11-10T19:43:26.044Z,2016-11-10T19:43:26.492Z
2,0x000a,15.9729,0x00000000,2016-11-10T19:43:26.761Z,2016-11-10T19:43:27.185Z
